_id,AnimalID,AnimalName,AnimalType,PrimaryColor,SecondaryColor,PrimaryBreed,Sex,DOB,Age,IntakeDate,IntakeCondition,IntakeType,IntakeSubtype,IntakeReason,OutcomeDate,OutcomeType,OutcomeSubtype,OutcomeCondition,Crossing,Jurisdiction,LastUpdate
11616,A1330288,SPLINTER,DOG,BLACK,,CHIHUAHUA SH,NEUTERED,2023-10-03,1 YEAR,2024-03-06,HEALTHY,FOSTER,,,2024-03-06,ADOPTION,WALK IN,HEALTHY,,SAN JOSE,2024-03-06
11617,A1330289,CURLY,DOG,WHITE,,POODLE MIN,SPAYED,2022-03-05,2 YEARS,2024-02-28,MED R,STRAY,OTC,,2024-03-16,RESCUE,HDBNQ,HEALTHY,REGAN ST,SAN JOSE,2024-03-16
11618,A1330293,KAADHU,DOG,BLACK,WHITE,CHIHUAHUA SH,SPAYED,2024-02-14,8 MONTHS,2024-06-06,HEALTHY,OWNER SUR,OTC,,2024-06-07,ADOPTION,,HEALTHY,,SAN JOSE,2024-06-07
11619,A1330294,PETE,DOG,WHITE,,MALTESE,NEUTERED,2023-03-05,1 YEAR 7 MONTHS,2024-06-09,HEALTHY,FOSTER,,,2024-06-09,ADOPTION,,HEALTHY,,SAN JOSE,2024-06-09
11620,A1330294,PETE,DOG,WHITE,,MALTESE,NEUTERED,2023-03-05,1 YEAR 7 MONTHS,2024-02-28,MED R,STRAY,OTC,,2024-03-09,FOSTER,,MED R,REGAN ST,SAN JOSE,2024-03-09
11621,A1330294,PETE,DOG,WHITE,,MALTESE,NEUTERED,2023-03-05,1 YEAR 7 MONTHS,2024-04-12,HEALTHY,FOSTER,,,2024-04-12,FOSTER,,HEALTHY,,SAN JOSE,2024-04-12
11622,A1330296,,CAT,BLACK,,DOMESTIC SH,UNKNOWN,,NO AGE,2024-02-28,DEAD,DISPO REQ,FIELD,,2024-02-28,DISPOSAL,,DEAD,N KING RD/ MCKEE,SAN JOSE,2024-02-28
11623,A1330297,,CAT,PT-SEAL,CREAM,DOMESTIC SH,UNKNOWN,,NO AGE,2024-02-28,DEAD,DISPO REQ,FIELD,,2024-02-28,DISPOSAL,,DEAD,1700 BLK BISCAYNE AVE/ BERMUDA AVE,SAN JOSE,2024-02-28
11624,A1330298,,OTHER,GRAY,,OPOSSUM,UNKNOWN,,NO AGE,2024-02-28,DEAD,DISPO REQ,FIELD,,2024-02-28,DISPOSAL,,DEAD,LUCENA X CAPITOL,SAN JOSE,2024-02-28
11625,A1330300,,CAT,GRAY,,DOMESTIC SH,UNKNOWN,,NO AGE,2024-02-29,DEAD,DISPO REQ,OTC,,2024-02-29,DISPOSAL,,DEAD,CRAMER CIR X UMBARGER RD,SAN JOSE,2024-02-29
11626,A1330301,,CAT,TORBI-BRN,,DOMESTIC SH,SPAYED,2023-03-01,1 YEAR 7 MONTHS,2024-02-29,PREGNANT,STRAY,OTC,,2024-03-06,RTF,,FERAL,TAMPA WAY X WAVERLY AVE,SAN JOSE,2024-03-06
11627,A1330302,HONEY,CAT,TABBY-ORG,,DOMESTIC SH,SPAYED,2023-03-01,1 YEAR 7 MONTHS,2024-02-29,HEALTHY,STRAY,MEDVET,,2024-03-11,FOSTER,,NURSING,1500 BLOCK MONTAGUE,SAN JOSE,2024-03-11
11628,A1330302,HONEY,CAT,TABBY-ORG,,DOMESTIC SH,SPAYED,2023-03-01,1 YEAR 7 MONTHS,2024-03-12,HEALTHY,FOSTER,,,2024-03-12,FOSTER,,HEALTHY,1500 BLOCK MONTAGUE,SAN JOSE,2024-03-18
11629,A1330302,HONEY,CAT,TABBY-ORG,,DOMESTIC SH,SPAYED,2023-03-01,1 YEAR 7 MONTHS,2024-04-05,HEALTHY,FOSTER,,,2024-05-11,ADOPTION,,HEALTHY,,SAN JOSE,2024-05-11
11630,A1330303,MAPLE,CAT,TABBY-ORG,,DOMESTIC SH,SPAYED,2024-02-29,8 MONTHS,2024-03-12,NURSING,FOSTER,,,2024-03-12,FOSTER,,NURSING,1500 BLOCK MONTAGUE,SAN JOSE,2024-03-20
11631,A1330303,MAPLE,CAT,TABBY-ORG,,DOMESTIC SH,SPAYED,2024-02-29,8 MONTHS,2024-02-29,NURSING,STRAY,MEDVET,,2024-03-11,FOSTER,,NURSING,1500 BLOCK MONTAGUE,SAN JOSE,2024-03-11
11632,A1330303,MAPLE,CAT,TABBY-ORG,,DOMESTIC SH,SPAYED,2024-02-29,8 MONTHS,2024-05-06,HEALTHY,FOSTER,,,2024-05-06,ADOPTION,WALK IN,HEALTHY,,SAN JOSE,2024-05-06
11633,A1330303,MAPLE,CAT,TABBY-ORG,,DOMESTIC SH,SPAYED,2024-02-29,8 MONTHS,2024-04-29,HEALTHY,FOSTER,,,2024-05-06,FOSTER,,HEALTHY,,SAN JOSE,2024-05-06
11634,A1330324,LITTLE GUY,DOG,BLACK,,MANCHESTER TERR,MALE,2023-10-29,1 YEAR,2024-02-29,MED M,EUTH REQ,FIELD OWN,,2024-02-29,RTO,,MED M,,SAN JOSE,2024-03-07
11635,A1330330,HARLEY,DOG,TAN,,CHIHUAHUA SH,NEUTERED,2022-03-01,2 YEARS,2024-02-29,HEALTHY,STRAY,OTC,,2024-03-10,FOSTER,,HEALTHY,ROCKPORT AVE X PIEDMONT RD,SAN JOSE,2024-03-13
11636,A1330330,HARLEY,DOG,TAN,,CHIHUAHUA SH,NEUTERED,2022-03-01,2 YEARS,2024-03-26,HEALTHY,FOSTER,,,2024-04-15,ADOPTION,,HEALTHY,ROCKPORT AVE X PIEDMONT RD,SAN JOSE,2024-04-15
11637,A1330332,CHAI,DOG,TAN,,CAIRN TERRIER,SPAYED,2023-09-29,1 YEAR 1 MONTH,2024-02-29,HEALTHY,STRAY,OTC,,2024-03-08,ADOPTION,,HEALTHY,ROCKPORT AVE X PIEDMONT RD,SAN JOSE,2024-03-08
11638,A1330334,MATCHA,DOG,TAN,,CAIRN TERRIER,SPAYED,2023-09-29,1 YEAR 1 MONTH,2024-02-29,HEALTHY,STRAY,OTC,,2024-03-06,ADOPTION,WALK IN,HEALTHY,ROCKPORT AVE X PIEDMONT RD,SAN JOSE,2024-03-06
11639,A1330339,DAFFODIL,OTHER,WHITE,GRAY,RABBIT SH,SPAYED,,NO AGE,2024-02-29,HEALTHY,STRAY,OTC,,2024-05-26,RESCUE,RABBITHVN,HEALTHY,JEFFERSON CT X BATON ROUGE DR,SAN JOSE,2024-05-26
11640,A1330341,SIMON,OTHER,WHITE,BROWN,RABBIT SH,NEUTERED,,NO AGE,2024-02-29,HEALTHY,STRAY,OTC,,2024-08-31,FOSTER,,HEALTHY,E TAYLOR X N 10TH ST,SAN JOSE,2024-08-31
11641,A1330342,,CAT,BLACK,,DOMESTIC SH,SPAYED,2023-03-01,1 YEAR 7 MONTHS,2024-02-29,PREGNANT,STRAY,OTC,,2024-03-05,RTF,,FERAL,E HEDDING ST / N 7TH ST,SAN JOSE,2024-03-05
11642,A1330344,FERGIE,DOG,WHITE,,WEST HIGHLAND,SPAYED,2010-03-01,14 YEARS,2024-02-29,MED M,STRAY,OTC,,2024-03-24,FOSTER,,MED M,ROEDER RD X GREY GHOST AVE,SAN JOSE,2024-03-25
11643,A1330344,FERGIE,DOG,WHITE,,WEST HIGHLAND,SPAYED,2010-03-01,14 YEARS,2024-03-25,MED M,FOSTER,,,2024-03-29,RESCUE,PEACEOMIND,MED M,,SAN JOSE,2024-04-08
11644,A1330345,,CAT,TABBY-GRAY,WHITE,DOMESTIC SH,SPAYED,2021-03-01,3 YEARS,2024-02-29,PREGNANT,STRAY,OTC,,2024-03-04,RTF,,FERAL,1500 BLOCK E SAN ANTONIO ST X S 31ST ST,SAN JOSE,2024-03-05
11645,A1330347,DORY,DOG,BLACK,,PIT BULL,SPAYED,2023-11-29,11 MONTHS,2024-02-29,HEALTHY,STRAY,OTC,,2024-03-13,RESCUE,WILEYSWISH,HEALTHY,WOOL CREEK DR / WILL WOOL DR,SAN JOSE,2024-03-13
11646,A1330350,,BIRD,GREEN,BLACK,PARAKEET,UNKNOWN,,NO AGE,2024-02-29,HEALTHY,STRAY,OTC,,2024-03-06,TRANSFER,COUNTY,HEALTHY,BLLINGER RD / S DE ANZA BLVD,SAN JOSE,2024-03-06
11647,A1330352,,CAT,BLACK,,DOMESTIC SH,UNKNOWN,,NO AGE,2024-02-29,DEAD,DISPO REQ,FIELD,,2024-02-29,DISPOSAL,,DEAD,N DEANZA BLVD/ MARANI,CUPERTINO,2024-02-29
11648,A1330354,SPIKE,DOG,TAN,GRAY,YORKSHIRE TERR,MALE,2022-03-01,2 YEARS,2024-02-29,HEALTHY,STRAY,OTC,,2024-03-01,RTO,WALK IN,HEALTHY,MARTEN AVE X MT PLEASANT RD,SAN JOSE,2024-03-01
11649,A1330381,,CAT,TABBY-BRN,WHITE,DOMESTIC SH,FEMALE,,NO AGE,2024-02-29,DEAD,DISPO REQ,OTC,,,,,,VESUVIUS LN X MAUNA KEA LN,SAN JOSE,2024-02-29
11650,A1330390,TACO,DOG,BLACK,BROWN,MIN PINSCHER,NEUTERED,2024-01-05,9 MONTHS,2024-02-29,HEALTHY,STRAY,OTC,,2024-03-05,ADOPTION,,HEALTHY,MONTEREY RD X E ALMA ST,SAN JOSE,2024-03-05
11651,A1330391,COMOTU,DOG,WHITE,BROWN,PIT BULL,MALE,2021-03-01,3 YEARS,2024-02-29,HEALTHY,STRAY,FIELD,,2024-03-02,RTO,,HEALTHY,MCLELLAN AVE. / WILLOW ST.,SAN JOSE,2024-03-02
11652,A1330392,CHEVY,OTHER,WHITE,BROWN,RABBIT SH,MALE,,NO AGE,2024-02-29,MED R,STRAY,OTC,,2024-03-08,RESCUE,FRDURABBIT,MED R,CORTINA DR /MATTERHORN DR,SAN JOSE,2024-07-18
11653,A1330396,,CAT,WHITE,,DOMESTIC SH,UNKNOWN,,NO AGE,2024-02-29,DEAD,DISPO REQ,FIELD,,2024-02-29,DISPOSAL,,DEAD,900 BLOCK OF DEMPSEY RD,MILPITAS,2024-02-29
11654,A1330399,,CAT,BROWN,,DOMESTIC SH,UNKNOWN,,NO AGE,2024-02-29,DEAD,DISPO REQ,FIELD,,2024-02-29,DISPOSAL,,DEAD,DEMPSEY RD AT YOSIMITE DR,MILPITAS,2024-02-29
11655,A1330408,ANGELINA,DOG,BLACK,BROWN,GERM SHEPHERD,FEMALE,2022-03-01,2 YEARS,2024-02-29,HEALTHY,STRAY,FIELD,,2024-03-02,RTO,FIELD,HEALTHY,MCLELLAN X WILLOW AVE,SAN JOSE,2024-03-02
11656,A1330425,,BIRD,WHITE,GRAY,SEA BIRD,UNKNOWN,,NO AGE,2024-02-29,MED R,WILDLIFE,FIELD,,2024-02-29,TRANSFER,WILDLIFE,MED R,MERIDIAN AVE/ BRANHAM AVE,SAN JOSE,2024-02-29
11657,A1330426,,BIRD,BROWN,,TURKEY,MALE,,NO AGE,2024-02-29,MED SEV,WILDLIFE,FIELD,,2024-02-29,TRANSFER,,MED SEV,1100 BLOCK FOXHURST WAY,SAN JOSE,2024-02-29
11658,A1330437,PEETIE,DOG,WHITE,BLACK,CHIHUAHUA SH,SPAYED,2020-03-01,4 YEARS,2024-03-01,HEALTHY,STRAY,OTC,,2024-03-15,ADOPTION,,HEALTHY,TULLY RD / SENTER RD,SAN JOSE,2024-03-15
11659,A1330443,,CAT,ORANGE,WHITE,DOMESTIC LH,SPAYED,2023-03-01,1 YEAR 7 MONTHS,2024-03-01,PREGNANT,STRAY,OTC,,2024-03-03,RTF,,FERAL,ROGERS AVE/BROKAW RD,SAN JOSE,2024-03-04
11660,A1330446,LOLA,CAT,ORANGE,,DOMESTIC LH,SPAYED,2023-08-01,1 YEAR 2 MONTHS,2024-03-01,MED R,STRAY,OTC,,2024-03-01,FOSTER,,MED R,ROGERS AVE/BROKAW RD,SAN JOSE,2024-03-04
11661,A1330446,LOLA,CAT,ORANGE,,DOMESTIC LH,SPAYED,2023-08-01,1 YEAR 2 MONTHS,2024-03-16,HEALTHY,RETURN,OTC,,2024-03-16,RESCUE,ANDREASD,HEALTHY,,SAN JOSE,2024-04-14
11662,A1330448,MISS LILY,CAT,BLACK,,DOMESTIC SH,SPAYED,2020-03-01,4 YEARS,2024-03-01,MED R,OWNER SUR,OTC,,2024-03-31,ADOPTION,,HEALTHY,,,2024-03-31
11663,A1330451,RALPH,DOG,TAN,,CAIRN TERRIER,NEUTERED,2018-03-01,6 YEARS,2024-03-01,HEALTHY,STRAY,OTC,,2024-03-03,RTO,,HEALTHY,LUCRETIA AVE/ SUMMERSIDE DR,SAN JOSE,2024-03-03
11664,A1330457,,OTHER,BROWN,,OPOSSUM,UNKNOWN,,NO AGE,2024-03-01,MED M,WILDLIFE,FIELD,,2024-03-02,TRANSFER,WILDLIFE,MED M,3000 BLOCK OF FLORENCE CT,SAN JOSE,2024-03-02
11665,A1330460,,CAT,TABBY-BRN,,DOMESTIC SH,SPAYED,,NO AGE,2024-03-01,PREGNANT,STRAY,OTC,,2024-03-04,RTF,,FERAL,EDUCATIONAL PARK DR / RYEGATE CT,SAN JOSE,2024-03-04
11666,A1330461,,BIRD,GRAY,,PIGEON,UNKNOWN,,NO AGE,2024-03-01,MED R,WILDLIFE,FIELD,,2024-03-01,TRANSFER,WILDLIFE,MED R,,SAN JOSE,2024-03-01
11667,A1330473,,CAT,TABBY-BRN,WHITE,DOMESTIC SH,UNKNOWN,,NO AGE,2024-02-29,MED R,STRAY,OTC,,2024-03-04,TRANSFER,HSSV,MED R,S MILPITAS BLVD/AMES AVE,MILPITAS,2024-03-10
11668,A1330477,,DOG,WHITE,YELLOW,CHIHUAHUA LH,MALE,2023-09-01,1 YEAR 1 MONTH,2024-03-01,HEALTHY,STRAY,OTC,,2024-05-04,FOUND ANIM,,HEALTHY,TULLY/SENTER,SAN JOSE,2024-05-04
11669,A1330483,BRUNO,DOG,BROWN,,CHIHUAHUA SH,NEUTERED,2022-03-01,2 YEARS,2024-03-01,HEALTHY,STRAY,OTC,,2024-03-07,ADOPTION,WALK IN,HEALTHY,MCKEE RD / N CAPITOL AVE,SAN JOSE,2024-03-07
11670,A1330489,ZIPPER,CAT,GRAY,WHITE,DOMESTIC SH,NEUTERED,2023-03-01,1 YEAR 7 MONTHS,2024-03-01,HEALTHY,STRAY,OTC,,2024-03-08,ADOPTION,,HEALTHY,MONTEREY HWY X UMBARGER RD,SAN JOSE,2024-03-08
11671,A1330497,,CAT,BLACK,WHITE,DOMESTIC MH,MALE,2010-03-01,14 YEARS,2024-03-01,MED R,STRAY,OTC,IP ADOPT,2024-03-03,EUTH,U MED SEV,MED SEV,BENEFIT CT / RINENART DR,SAN JOSE,2024-03-03
11672,A1330501,,CAT,GRAY,WHITE,DOMESTIC SH,SPAYED,2023-03-01,1 YEAR 7 MONTHS,2024-03-01,MED M,STRAY,OTC,,2024-03-11,RTF,,FERAL,CROFT DR X EDENBANK DR,SAN JOSE,2024-03-19
11673,A1330502,,CAT,ORANGE,,DOMESTIC SH,SPAYED,2023-03-01,1 YEAR 7 MONTHS,2024-03-01,FERAL,S/N CLINIC,,,2024-03-02,RTF,,FERAL,,SAN JOSE,2024-03-04
11674,A1330503,DOVE,CAT,CALICO-TRI,WHITE,DOMESTIC SH,SPAYED,2022-03-02,2 YEARS,2024-03-01,MED M,STRAY,FIELD,,2024-03-22,FOSTER,,MED M,BESTOR ST / S. 11TH ST.,SAN JOSE,2024-03-22
11675,A1330504,,CAT,WHITE,TAN,DOMESTIC SH,UNKNOWN,,NO AGE,2024-03-01,DEAD,DISPO REQ,FIELD,,2024-03-01,DISPOSAL,,DEAD,400 BLOCK TAYLOR DR,MILPITAS,2024-03-01
11676,A1330505,,CAT,ORANGE,WHITE,DOMESTIC SH,NEUTERED,2023-03-01,1 YEAR 7 MONTHS,2024-03-01,FERAL,S/N CLINIC,,,2024-03-03,RTF,,FERAL,,,2024-03-03
11677,A1330506,,CAT,ORANGE,WHITE,DOMESTIC SH,NEUTERED,2023-03-01,1 YEAR 7 MONTHS,2024-03-01,FERAL,S/N CLINIC,,,2024-03-02,RTF,,FERAL,,,2024-03-02
11678,A1330507,,DOG,WHITE,BROWN,SIBERIAN HUSKY,FEMALE,,NO AGE,2024-03-01,HEALTHY,STRAY,OTC,,2024-07-04,FOUND ANIM,,,S NINTH/KEYES ST,SAN JOSE,2024-07-04
11679,A1330508,,CAT,CALICO-TRI,,DOMESTIC SH,SPAYED,2023-03-01,1 YEAR 7 MONTHS,2024-03-01,FERAL,S/N CLINIC,,,2024-03-02,RTF,,FERAL,,,2024-03-02
11680,A1330509,,CAT,BLACK,WHITE,DOMESTIC SH,NEUTERED,2022-03-01,2 YEARS,2024-03-01,FERAL,S/N CLINIC,,,2024-03-02,RTF,,FERAL,,,2024-03-02
11681,A1330510,,CAT,GRAY,,DOMESTIC SH,FEMALE,2024-02-01,8 MONTHS,2024-03-01,MED R,STRAY,OTC,,2024-03-01,FOSTER,,NURSING,SENTER RD X EAST CAPITOL EXPRESSWAY,SAN JOSE,2024-03-02
11682,A1330510,,CAT,GRAY,,DOMESTIC SH,FEMALE,2024-02-01,8 MONTHS,2024-03-02,MED R,FOSTER,,,2024-03-02,TRANSFER,IBOK,MED R,SENTER RD X EAST CAPITOL EXPRESSWAY,SAN JOSE,2024-03-02
11683,A1330512,,OTHER,GRAY,BROWN,OPOSSUM,UNKNOWN,,NO AGE,2024-03-01,DEAD,DISPO REQ,FIELD,,2024-03-01,DISPOSAL,,DEAD,1300 BLOCK STARLITE,MILPITAS,2024-03-01
11684,A1330514,,OTHER,GRAY,,OPOSSUM,FEMALE,,NO AGE,2024-03-01,DEAD,DISPO REQ,FIELD,,2024-03-01,DISPOSAL,,DEAD,RIO VERDE DR X DURANGO CT,SAN JOSE,2024-03-01
11685,A1330516,,OTHER,BROWN,,OPOSSUM,UNKNOWN,,NO AGE,2024-03-01,MED R,WILDLIFE,FIELD,,2024-03-02,TRANSFER,,MED R,5000 BLOCK OF MAYLAND,SAN JOSE,2024-03-02
11686,A1330531,,LIVESTOCK,WHITE,BLACK,GOAT,UNKNOWN,,NO AGE,2024-03-01,DEAD,DISPO REQ,OTC,,2024-03-01,DISPOSAL,,DEAD,,LOS GATOS,2024-03-01
11687,A1330535,MARNIE,DOG,WHITE,BLACK,SIBERIAN HUSKY,SPAYED,2023-10-01,1 YEAR,2024-03-01,HEALTHY,STRAY,OTC,,2024-03-29,ADOPTION,,HEALTHY,GOODYEAR/PLUMM,SAN JOSE,2024-03-29
11688,A1330540,NILES,DOG,WHITE,,POODLE MIN,NEUTERED,2022-03-01,2 YEARS,2024-03-01,HEALTHY,CONFISCATE,POLICE,,2024-03-17,ADOPTION,WALK IN,HEALTHY,,SAN JOSE,2024-03-17
11689,A1330540,NILES,DOG,WHITE,,POODLE MIN,NEUTERED,2022-03-01,2 YEARS,2024-04-11,HEALTHY,RETURN,OTC,AGG ANIMAL,2024-04-12,ADOPTION,WALK IN,HEALTHY,,SAN JOSE,2024-04-12
11690,A1330544,,CAT,TRICOLOR,GRAY,DOMESTIC SH,UNKNOWN,,NO AGE,2024-03-01,DEAD,DISPO REQ,OTC,,2024-03-01,DISPOSAL,,DEAD,CAPEWOOD LN / LIMEWOOD DR,SAN JOSE,2024-03-01
11691,A1330562,INDIGO,DOG,GRAY,WHITE,SCHNAUZER MIN,MALE,2013-03-01,11 YEARS,2024-03-01,DEAD,DISPO REQ,OTC,,2024-03-01,DISPOSAL,HTL,DEAD,ALMADEN EXPY/ BLOSSOM HILL,SAN JOSE,2024-03-01
11692,A1330568,KOI POND,CAT,CALICO-TRI,,DOMESTIC SH,SPAYED,2022-03-01,2 YEARS,2024-03-01,PREGNANT,STRAY,OTC,,2024-03-05,ADOPTION,WALK IN,HEALTHY,N 29TH ST/JULIAN ST,SAN JOSE,2024-03-05
11693,A1330568,KOI POND,CAT,CALICO-TRI,,DOMESTIC SH,SPAYED,2022-03-01,2 YEARS,2024-03-21,HEALTHY,RETURN,OTC,,2024-03-25,ADOPTION,,HEALTHY,,SAN JOSE,2024-03-25
11694,A1330570,MARKL,CAT,WHITE,,DOMESTIC SH,MALE,2024-01-17,9 MONTHS,2024-03-01,NURSING,STRAY,OTC,,2024-03-02,RESCUE,PURRIFICRE,HEALTHY,N 29TH ST/JULIAN ST,SAN JOSE,2024-03-03
11695,A1330572,CALCIFER,CAT,ORANGE,WHITE,DOMESTIC SH,MALE,2024-01-17,9 MONTHS,2024-03-01,NURSING,STRAY,OTC,,2024-03-02,RESCUE,PURRIFICRE,HEALTHY,N 29TH ST/JULIAN ST,SAN JOSE,2024-03-03
11696,A1330575,LUCKY,DOG,BLACK,WHITE,BORDER COLLIE,NEUTERED,2022-03-08,2 YEARS,2024-03-01,HEALTHY,STRAY,OTC,,2024-03-30,ADOPTION,WALK IN,HEALTHY,TARGET COTTLE ROAD,SAN JOSE,2024-03-30
11697,A1330582,,CAT,BLACK,,DOMESTIC SH,UNKNOWN,,NO AGE,2024-03-01,DEAD,DISPO REQ,OTC,,,,,,GUADALUPE RIVER TRAIL,SAN JOSE,2024-03-01
11698,A1330584,,CAT,WHITE,BROWN,DOMESTIC MH,UNKNOWN,,NO AGE,2024-03-01,DEAD,DISPO REQ,FIELD,,2024-03-01,DISPOSAL,,DEAD,500 BLK LISA LN/ LAMPLIGHTER MHP,SAN JOSE,2024-03-01
11699,A1330585,,CAT,BLACK,WHITE,DOMESTIC SH,UNKNOWN,,NO AGE,2024-03-01,DEAD,DISPO REQ,FIELD,,2024-03-01,DISPOSAL,,DEAD,NICKEL AVE X KING RD,SAN JOSE,2024-03-01
11700,A1330596,SUSIE Q,DOG,BLACK,WHITE,SCHNAUZER MIN,FEMALE,2023-10-03,5 MONTHS,2024-03-02,HEALTHY,STRAY,OTC,,2024-03-07,DIED,POST OP,HEALTHY,WINCHESTER BLVD / IMPALA DR,SAN JOSE,2024-03-11
11701,A1330605,DAISY,DOG,TAN,,CHIHUAHUA SH,FEMALE,2014-03-02,10 YEARS,2024-03-02,DEAD,DISPO REQ,OTC,,2024-03-02,DISPOSAL,,DEAD,,SAN JOSE,2024-03-02
11702,A1330614,,DOG,BLACK,TAN,DACHSHUND,MALE,2023-12-02,10 MONTHS,2024-03-02,HEALTHY,STRAY,FOUND,,2024-04-27,FOUND ANIM,,HEALTHY,LOTUS / APPIAN WAY,SAN JOSE,2024-04-27
11703,A1330617,,CAT,TABBY-BRN,,DOMESTIC SH,NEUTERED,2022-03-02,2 YEARS,2024-03-02,FERAL,S/N CLINIC,,,2024-03-02,RTF,,FERAL,,,2024-03-29
11704,A1330619,,CAT,ORANGE,,DOMESTIC SH,NEUTERED,2023-03-02,1 YEAR 7 MONTHS,2024-03-02,FERAL,S/N CLINIC,,,2024-03-02,RTF,,FERAL,,,2024-03-02
11705,A1330620,,CAT,ORANGE,,DOMESTIC SH,SPAYED,2024-02-02,8 MONTHS,2024-03-02,FERAL,S/N CLINIC,,,2024-03-02,RTF,,FERAL,,,2024-03-02
11706,A1330621,,CAT,ORANGE,WHITE,DOMESTIC LH,NEUTERED,2022-03-02,2 YEARS,2024-03-02,FERAL,S/N CLINIC,,,2024-03-02,RTF,,FERAL,,,2024-03-02
11707,A1330622,,CAT,ORANGE,WHITE,DOMESTIC LH,SPAYED,2023-06-02,1 YEAR 4 MONTHS,2024-03-02,FERAL,S/N CLINIC,,,2024-03-02,RTF,,FERAL,,,2024-03-02
11708,A1330623,,CAT,ORANGE,WHITE,DOMESTIC MH,SPAYED,2023-09-02,1 YEAR 1 MONTH,2024-03-05,FERAL,S/N CLINIC,,,2024-03-05,RTF,,FERAL,,,2024-03-06
11709,A1330624,EVANGELINE,CAT,TABBY-ORG,,DOMESTIC SH,SPAYED,2021-03-02,3 YEARS,2024-03-02,HEALTHY,STRAY,OTC,,2024-03-07,TRANSFER,EBSPCA,HEALTHY,VERMONT ST / ELM ST,SAN JOSE,2024-03-07
11710,A1330628,SMOKEY,DOG,BRINDLE-BN,,FRENCH BULLDOG,NEUTERED,2022-03-08,2 YEARS,2024-03-07,MED SEV,EUTH REQ,OTC OWNED,,2024-03-26,ADOPTION,WALK IN,HEALTHY,,SAN JOSE,2024-03-26
11711,A1330628,SMOKEY,DOG,BRINDLE-BN,,FRENCH BULLDOG,NEUTERED,2022-03-08,2 YEARS,2024-03-26,HEALTHY,RETURN,OTC,,2024-03-27,ADOPTION,WEBSITE,HEALTHY,,SAN JOSE,2024-03-27
11712,A1330630,,CAT,WHITE,GRAY,DOMESTIC SH,UNKNOWN,,NO AGE,2024-03-02,MED R,STRAY,OTC,,2024-03-02,EUTH,U NURS SIC,MED SEV,GARDUE PL WAY / ASKHAM PL CT,SAN JOSE,2024-03-02
11713,A1330631,LARRY,CAT,WHITE,BLACK,DOMESTIC SH,NEUTERED,2024-01-18,9 MONTHS,2024-03-02,MED R,STRAY,OTC,,2024-03-03,FOSTER,,HEALTHY,KEYES ST,SAN JOSE,2024-03-03
11714,A1330631,LARRY,CAT,WHITE,BLACK,DOMESTIC SH,NEUTERED,2024-01-18,9 MONTHS,2024-03-26,MED R,FOSTER,,,2024-03-26,ADOPTION,WALK IN,HEALTHY,,SAN JOSE,2024-03-26
11715,A1330632,MOE,CAT,BLACK,,DOMESTIC SH,NEUTERED,2024-01-18,9 MONTHS,2024-03-26,MED R,FOSTER,,,2024-03-27,ADOPTION,WEBSITE,MED R,,SAN JOSE,2024-03-27
11716,A1330632,MOE,CAT,BLACK,,DOMESTIC SH,NEUTERED,2024-01-18,9 MONTHS,2024-03-02,MED R,STRAY,OTC,,2024-03-03,FOSTER,,HEALTHY,KEYES ST,SAN JOSE,2024-03-03
11717,A1330633,CURLY,CAT,TABBY-ORG,,DOMESTIC SH,NEUTERED,2023-12-25,10 MONTHS,2024-03-02,MED R,STRAY,OTC,,2024-03-03,FOSTER,,HEALTHY,KEYES ST,SAN JOSE,2024-03-03
11718,A1330633,CURLY,CAT,TABBY-ORG,,DOMESTIC SH,NEUTERED,2023-12-25,10 MONTHS,2024-03-26,MED R,FOSTER,,,2024-03-26,ADOPTION,,HEALTHY,,SAN JOSE,2024-03-26
11719,A1330636,CHANCE,DOG,TAN,WHITE,CHIHUAHUA SH,NEUTERED,2022-03-08,2 YEARS,2024-03-22,HEALTHY,RETURN,OTC,,2024-04-22,FOSTER,,,,SAN JOSE,2024-05-08
11720,A1330636,CHANCE,DOG,TAN,WHITE,CHIHUAHUA SH,NEUTERED,2022-03-08,2 YEARS,2024-03-02,HEALTHY,STRAY,OTC,,2024-03-13,ADOPTION,WALK IN,HEALTHY,THE ALAMEDA / NEWHALL ST,SAN JOSE,2024-03-13
11721,A1330637,,CAT,PT-LYNX,,DOMESTIC SH,SPAYED,2020-03-05,4 YEARS,2024-03-02,PREGNANT,STRAY,OTC,,2024-03-05,RTF,,HEALTHY,SYCAMORE DR / MCCARTHY BLVD,MILPITAS,2024-03-05
11722,A1330642,,CAT,BUFF,WHITE,DOMESTIC SH,NEUTERED,2014-03-03,10 YEARS,2024-03-02,MED R,STRAY,OTC,,2024-03-10,EUTH,U MED SEV,MED SEV,SHAWNEE LN,SAN JOSE,2024-03-10
11723,A1330644,,CAT,BLACK,,DOMESTIC SH,SPAYED,2020-03-05,4 YEARS,2024-03-02,PREGNANT,STRAY,OTC,,2024-03-07,RTF,,HEALTHY,PENINSULA AVE / STEVEN GREEK BLVD,CUPERTINO,2024-03-07
11724,A1330647,,CAT,GRAY,WHITE,DOMESTIC SH,NEUTERED,2021-03-03,3 YEARS,2024-03-02,MED R,STRAY,OTC,,2024-03-11,RTF,,FERAL,LICK AVE,SAN JOSE,2024-03-12
